org,org_lat,org_lon,dst,dst_lat,dst_lon,color,line,dist
LES COURTILLES,48.930113627,2.2831879628,QUATRE ROUTES,48.927404367,2.2745983949,#003CA6,T1,0.4335969034
PONT DE BEZONS,48.923325386,2.2173115375,PARC PIERRE LAGRAVERE,48.917580644,2.2244020004,#CF009E,T2,0.511709172
PARC PIERRE LAGRAVERE,48.917580644,2.2244020004,VICTOR BASCH,48.913757224,2.2298643857,#CF009E,T2,0.3628960536
VICTOR BASCH,48.913757224,2.2298643857,JACQUELINE AURIOL,48.910687372,2.2340701231,#CF009E,T2,0.2858214491
JACQUELINE AURIOL,48.910687372,2.2340701231,CHARLEBOURG,48.907437579,2.2382211718,#CF009E,T2,0.2935647655
CHARLEBOURG,48.907437579,2.2382211718,LES FAUVELLES,48.902432659,2.2392940456,#CF009E,T2,0.3492830008
LES FAUVELLES,48.902432659,2.2392940456,FAUBOURG DE L'ARCHE,48.896807298,2.2399998438,#CF009E,T2,0.3900475437
FAUBOURG DE L'ARCHE,48.896807298,2.2399998438,LA DEFENSE,48.893066505,2.2374172216,#CF009E,T2,0.2840162517
LA DEFENSE,48.893066505,2.2374172216,PUTEAUX,48.882997246,2.2332258571,#CF009E,T2,0.7215355156
PUTEAUX,48.882997246,2.2332258571,BELVEDERE,48.876142345,2.2259228541,#CF009E,T2,0.5789292378
BELVEDERE,48.876142345,2.2259228541,SURESNES LONGCHAMP,48.868112325,2.2213763438,#CF009E,T2,0.5923212523
SURESNES LONGCHAMP,48.868112325,2.2213763438,LES COTEAUX,48.857281643,2.2204879827,#CF009E,T2,0.7495047314
LES COTEAUX,48.857281643,2.2204879827,LES MILONS,48.849966396,2.2210491848,#CF009E,T2,0.5061365361
LES MILONS,48.849966396,2.2210491848,PARC DE ST-CLOUD,48.842893832,2.22167777,#CF009E,T2,0.4895590384
PARC DE ST-CLOUD,48.842893832,2.22167777,MUSEE DE SEVRES,48.828759684,2.2251669025,#CF009E,T2,0.9895609544
MUSEE DE SEVRES,48.828759684,2.2251669025,BRIMBORION,48.822123468,2.2313606582,#CF009E,T2,0.5386474935
BRIMBORION,48.822123468,2.2313606582,MEUDON SUR-SEINE,48.819145789,2.2386210142,#CF009E,T2,0.3899861269
MEUDON SUR-SEINE,48.819145789,2.2386210142,LES MOULINEAUX,48.821474528,2.251410827,#CF009E,T2,0.6053798851
LES MOULINEAUX,48.821474528,2.251410827,JACQUES-HENRI LARTIGUE,48.824716352,2.2605797776,#CF009E,T2,0.4745568585
JACQUES-HENRI LARTIGUE,48.824716352,2.2605797776,ISSY - VAL DE SEINE,48.829103646,2.2626560674,#CF009E,T2,0.317619202
ISSY - VAL DE SEINE,48.829103646,2.2626560674,HENRI FARMAN,48.83479819,2.2718103602,#CF009E,T2,0.5737957234
HENRI FARMAN,48.83479819,2.2718103602,SUZANNE LENGLEN,48.833551237,2.2761820445,#CF009E,T2,0.2172442063
SUZANNE LENGLEN,48.833551237,2.2761820445,PORTE D'ISSY,48.83169317,2.2809898203,#CF009E,T2,0.2541430829
PORTE D'ISSY,48.83169317,2.2809898203,PORTE DE VERSAILLES,48.832208305,2.2873604739,#CF009E,T2,0.2927985255
PONT GARIGLIANO - HOPITAL EUROPEEN GEORGE POMPIDOU,48.837880583,2.2711801735,BALARD,48.835718625,2.2789296472,#FF7E2E,T3a,0.3837656053
BALARD,48.835718625,2.2789296472,DESNOUETTES,48.834022489,2.284322768,#FF7E2E,T3a,0.2725096146
DESNOUETTES,48.834022489,2.284322768,PORTE DE VERSAILLES - PARC DES EXPOSITIONS,48.832613025,2.2880271613,#FF7E2E,T3a,0.1950456529
PORTE DE VERSAILLES - PARC DES EXPOSITIONS,48.832613025,2.2880271613,GEORGES BRASSENS,48.829461543,2.2964157463,#FF7E2E,T3a,0.4403131391
GEORGES BRASSENS,48.829461543,2.2964157463,BRANCION,48.828546198,2.3007044793,#FF7E2E,T3a,0.2056312242
BRANCION,48.828546198,2.3007044793,PORTE DE VANVES,48.827271571,2.3064225868,#FF7E2E,T3a,0.2753459065
PORTE DE VANVES,48.827271571,2.3064225868,DIDOT,48.825727285,2.3133383996,#FF7E2E,T3a,0.3330870113
DIDOT,48.825727285,2.3133383996,JEAN MOULIN,48.824568821,2.3186202709,#FF7E2E,T3a,0.2539370335
JEAN MOULIN,48.824568821,2.3186202709,PORTE D'ORLEANS,48.822835142,2.3261615201,#FF7E2E,T3a,0.3643435892
PORTE D'ORLEANS,48.822835142,2.3261615201,MONTSOURIS,48.821217828,2.3338928088,#FF7E2E,T3a,0.3700471757
MONTSOURIS,48.821217828,2.3338928088,CITE UNIVERSITAIRE,48.82004946,2.3391601514,#FF7E2E,T3a,0.2535455726
CITE UNIVERSITAIRE,48.82004946,2.3391601514,STADE CHARLETY - PORTE DE GENTILLY,48.819491931,2.3458019879,#FF7E2E,T3a,0.305510237
STADE CHARLETY - PORTE DE GENTILLY,48.819491931,2.3458019879,POTERNE DES PEUPLIERS,48.820848498,2.3517500953,#FF7E2E,T3a,0.2871455707
POTERNE DES PEUPLIERS,48.820848498,2.3517500953,PORTE D'ITALIE,48.818995705,2.3601879223,#FF7E2E,T3a,0.4057507502
PORTE D'ITALIE,48.818995705,2.3601879223,PORTE DE CHOISY,48.819713907,2.3640808202,#FF7E2E,T3a,0.1844392764
PORTE DE CHOISY,48.819713907,2.3640808202,PORTE D'IVRY,48.821671675,2.3702475859,#FF7E2E,T3a,0.3122191789
PORTE D'IVRY,48.821671675,2.3702475859,MARYSE BASTIE,48.824132011,2.3776674618,#FF7E2E,T3a,0.3788422601
MARYSE BASTIE,48.824132011,2.3776674618,AVENUE DE FRANCE,48.825389094,2.3810305828,#FF7E2E,T3a,0.1763271796
AVENUE DE FRANCE,48.825389094,2.3810305828,BARON LE ROY,48.830174454,2.3931094993,#FF7E2E,T3a,0.6426767861
BARON LE ROY,48.830174454,2.3931094993,PORTE DE CHARENTON,48.831843506,2.3984886704,#FF7E2E,T3a,0.2711509699
PORTE DE CHARENTON,48.831843506,2.3984886704,PORTE DOREE,48.836053743,2.4074521198,#FF7E2E,T3a,0.5018300162
PORTE DOREE,48.836053743,2.4074521198,MONTEMPOIVRE,48.839890492,2.4090367346,#FF7E2E,T3a,0.2747980118
MONTEMPOIVRE,48.839890492,2.4090367346,ALEXANDRA DAVID-NEEL,48.843619616,2.410199314,#FF7E2E,T3a,0.2630840817
ALEXANDRA DAVID-NEEL,48.843619616,2.410199314,PORTE DE VINCENNES,48.846864432,2.4096727924,#FF7E2E,T3a,0.2255011558
PORTE DE VINCENNES,48.847223924,2.409686912,PORTE DE MONTREUIL,48.853181936,2.4108120075,#00AE41,T3b,0.414887692
PORTE DE MONTREUIL,48.853181936,2.4108120075,MARIE DE MIRIBEL,48.858844637,2.4098121077,#00AE41,T3b,0.3939444105
MARIE DE MIRIBEL,48.858844637,2.4098121077,PORTE DE BAGNOLET,48.863572543,2.4089332971,#00AE41,T3b,0.3291501911
PORTE DE BAGNOLET,48.863572543,2.4089332971,SEVERINE,48.867508894,2.4091294602,#00AE41,T3b,0.2721523661
SEVERINE,48.867508894,2.4091294602,ADRIENNE BOLLAND,48.872002765,2.4087950861,#00AE41,T3b,0.3109047001
ADRIENNE BOLLAND,48.872002765,2.4087950861,PORTE DES LILAS,48.876731095,2.4070984367,#00AE41,T3b,0.335760001
PORTE DES LILAS,48.876731095,2.4070984367,HOPITAL ROBERT DEBRE,48.879493514,2.4011747962,#00AE41,T3b,0.3306506503
HOPITAL ROBERT DEBRE,48.879493514,2.4011747962,BUTTE DU CHAPEAU ROUGE,48.885166743,2.3967800739,#00AE41,T3b,0.4402255974
BUTTE DU CHAPEAU ROUGE,48.885166743,2.3967800739,PORTE DE PANTIN - PARC DE LA VILLETTE,48.888896894,2.3958576137,#00AE41,T3b,0.2611629484
PORTE DE PANTIN - PARC DE LA VILLETTE,48.888896894,2.3958576137,DELPHINE SEYRIG,48.893973618,2.3979214734,#00AE41,T3b,0.3631939296
DELPHINE SEYRIG,48.893973618,2.3979214734,ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,48.897471019,2.3951039826,#00AE41,T3b,0.2736521589
ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,48.897471019,2.3951039826,PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'I,48.89769947,2.3867212307,#00AE41,T3b,0.3822442312
PORTE DE LA VILLETTE - CITE DES SCIENCES ET DE L'I,48.89769947,2.3867212307,CANAL SAINT-DENIS,48.898969161,2.3802612355,#00AE41,T3b,0.3071122434
CANAL SAINT-DENIS,48.898969161,2.3802612355,ROSA PARKS,48.897515796,2.3724904415,#00AE41,T3b,0.3680016222
ROSA PARKS,48.897515796,2.3724904415,PORTE D'AUBERVILLIERS,48.898775032,2.368783615,#00AE41,T3b,0.1899800227
PORTE D'AUBERVILLIERS,48.898775032,2.368783615,COLETTE BESSON,48.898668492,2.3633856115,#00AE41,T3b,0.2460375914
COLETTE BESSON,48.898668492,2.3633856115,PORTE DE LA CHAPELLE,48.898579452,2.359268964,#00AE41,T3b,0.18765144
PORTE DE LA CHAPELLE,48.898579452,2.359268964,DIANE ARBUS - PORTE DES POISSONNIERS,48.898436827,2.351608227,#00AE41,T3b,0.3491558152
DIANE ARBUS - PORTE DES POISSONNIERS,48.898436827,2.351608227,PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN,48.898086935,2.345106141,#00AE41,T3b,0.2972160438
PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN,48.898086935,2.345106141,ANGELIQUE COMPOINT - PORTE DE MONTMARTRE,48.897916436,2.3379089685,#00AE41,T3b,0.32811199
ANGELIQUE COMPOINT - PORTE DE MONTMARTRE,48.897916436,2.3379089685,PORTE DE SAINT-OUEN,48.897745435,2.3295804776,#00AE41,T3b,0.3796280651
PORTE DE SAINT-OUEN,48.897745435,2.3295804776,EPINETTES - POUCHET,48.897637194,2.3248778379,#00AE41,T3b,0.2143822915
EPINETTES - POUCHET,48.897637194,2.3248778379,HONORE DE BALZAC,48.896387184,2.3187171244,#00AE41,T3b,0.2936754405
HONORE DE BALZAC,48.896387184,2.3187171244,PORTE DE CLICHY - TRIBUNAL DE PARIS,48.894714788,2.3142061536,#00AE41,T3b,0.2357901892
PORTE DE CLICHY - TRIBUNAL DE PARIS,48.894714788,2.3142061536,PORTE D'ASNIERES - MARGUERITE LONG,48.889805127,2.3031008427,#00AE41,T3b,0.6092187823
GARGES-SARCELLES RER,48.976952372,2.3913430457,LOCHERES,48.978653755,2.3844367944,#62259D,T5,0.3354245431
LOCHERES,48.978653755,2.3844367944,PAUL VALERY,48.979311349,2.3802597578,#62259D,T5,0.1953550593
PAUL VALERY,48.979311349,2.3802597578,LES FLANADES,48.976778179,2.3772952252,#62259D,T5,0.2209648881
LES FLANADES,48.976778179,2.3772952252,LES CHOLETTES,48.977696637,2.371398281,#62259D,T5,0.2756438676
LES CHOLETTES,48.977696637,2.371398281,BUTTE PINSON (PARC REGIONAL),48.973609216,2.3658533181,#62259D,T5,0.3786824141
BUTTE PINSON (PARC REGIONAL),48.973609216,2.3658533181,JACQUES PREVERT,48.970859339,2.3657971976,#62259D,T5,0.1900397045
JACQUES PREVERT,48.970859339,2.3657971976,ALCIDE D'ORBIGNY,48.965405152,2.3627914675,#62259D,T5,0.4009372439
ALCIDE D'ORBIGNY,48.965405152,2.3627914675,MAIRIE DE PIERREFITTE,48.963527533,2.3598834657,#62259D,T5,0.1853126446
MAIRIE DE PIERREFITTE,48.963527533,2.3598834657,SUZANNE VALADON,48.958926614,2.3585303984,#62259D,T5,0.323839314
SUZANNE VALADON,48.958926614,2.3585303984,JONCHEROLLES,48.954828772,2.3580374599,#62259D,T5,0.2840562503
JONCHEROLLES,48.954828772,2.3580374599,PETIT PIERREFITTE,48.952321536,2.3577089664,#62259D,T5,0.1738987128
PETIT PIERREFITTE,48.952321536,2.3577089664,GUYNEMER (STADE AUGUSTE DELAUNE),48.948214678,2.3572297966,#62259D,T5,0.2846284886
GUYNEMER (STADE AUGUSTE DELAUNE),48.948214678,2.3572297966,ROGER SEMAT,48.944700909,2.3568873589,#62259D,T5,0.2433077791
ROGER SEMAT,48.944700909,2.3568873589,BAUDELAIRE,48.942139723,2.3565862505,#62259D,T5,0.1775125825
BAUDELAIRE,48.942139723,2.3565862505,MARCHE DE SAINT-DENIS,48.939183116,2.3562577428,#62259D,T5,0.2048534889
CHATILLON - MONTROUGE,48.81036405,2.3006220245,VAUBAN,48.807386926,2.2941471022,#E2231A,T6,0.3600725046
VAUBAN,48.807386926,2.2941471022,CENTRE DE CHATILLON,48.804293077,2.2888295761,#E2231A,T6,0.3234380218
CENTRE DE CHATILLON,48.804293077,2.2888295761,PARC ANDRE MALRAUX,48.800344655,2.2824523509,#E2231A,T6,0.3989710008
PARC ANDRE MALRAUX,48.800344655,2.2824523509,DIVISION LECLERC,48.794722404,2.2727995332,#E2231A,T6,0.5874618114
DIVISION LECLERC,48.794722404,2.2727995332,SOLEIL LEVANT,48.790348706,2.2632150365,#E2231A,T6,0.5318065024
SOLEIL LEVANT,48.790348706,2.2632150365,HOPITAL BECLERE,48.786999804,2.2550042904,#E2231A,T6,0.440562518
HOPITAL BECLERE,48.786999804,2.2550042904,MAIL DE LA PLAINE,48.783767334,2.2470120155,#E2231A,T6,0.4278715532
MAIL DE LA PLAINE,48.783767334,2.2470120155,PAVE BLANC (PARC NOVEOS),48.780930729,2.2401624084,#E2231A,T6,0.3691258589
PAVE BLANC (PARC NOVEOS),48.780930729,2.2401624084,GEORGES POMPIDOU,48.785044583,2.2369856047,#E2231A,T6,0.3191422451
GEORGES POMPIDOU,48.785044583,2.2369856047,GEORGES MILLANDY,48.783403021,2.2303787276,#E2231A,T6,0.3223092143
GEORGES MILLANDY,48.783403021,2.2303787276,MEUDON-LA-FORET,48.783515172,2.2252781413,#E2231A,T6,0.2330401211
MEUDON-LA-FORET,48.783515172,2.2252781413,VELIZY 2,48.785019604,2.2195351309,#E2231A,T6,0.2820956835
VELIZY 2,48.785019604,2.2195351309,DEWOITINE,48.78344057,2.213486295,#E2231A,T6,0.2969778228
DEWOITINE,48.78344057,2.213486295,INOVEL PARC NORD,48.781548286,2.2089482577,#E2231A,T6,0.245031439
INOVEL PARC NORD,48.781548286,2.2089482577,LOUVOIS,48.780231052,2.1965890249,#E2231A,T6,0.5716884892
LOUVOIS,48.780231052,2.1965890249,MAIRIE DE VELIZY,48.780602705,2.1917327489,#E2231A,T6,0.2232505501
MAIRIE DE VELIZY,48.780602705,2.1917327489,L'ONDE (MAISON DES ARTS),48.782098728,2.1807392815,#E2231A,T6,0.5125553815
L'ONDE (MAISON DES ARTS),48.782098728,2.1807392815,ROBERT WAGNER,48.78515236,2.1790163044,#E2231A,T6,0.2251965904
ROBERT WAGNER,48.78515236,2.1790163044,VIROFLAY - RIVE GAUCHE,48.801032576,2.1713760103,#E2231A,T6,1.1514303682
VIROFLAY - RIVE GAUCHE,48.801032576,2.1713760103,VIROFLAY - RIVE DROITE,48.805639799,2.1688576461,#E2231A,T6,0.3384774859
PORTE DE L'ESSONNE,48.714533524,2.3716329867,AEROPORT D'ORLY,48.729913645,2.368029037,#704B1C,T7,1.0754508653
AEROPORT D'ORLY,48.729913645,2.368029037,COEUR D'ORLY,48.73350799,2.3716183583,#704B1C,T7,0.2976658135
COEUR D'ORLY,48.73350799,2.3716183583,CAROLINE AIGLE (ORLYFRET),48.738856524,2.3698417019,#704B1C,T7,0.3783962924
CAROLINE AIGLE (ORLYFRET),48.738856524,2.3698417019,HELENE BOUCHER (ORLYTECH),48.739838573,2.35981326,#704B1C,T7,0.4633323258
HELENE BOUCHER (ORLYTECH),48.739838573,2.35981326,LA FRATERNELLE,48.741268789,2.3531140687,#704B1C,T7,0.3217248165
LA FRATERNELLE,48.741268789,2.3531140687,ROBERT SCHUMAN (PARC SILIC CENTRE),48.746643782,2.3529118397,#704B1C,T7,0.3715239518
ROBERT SCHUMAN (PARC SILIC CENTRE),48.746643782,2.3529118397,SAARINEN (PARC SILIC NORD),48.750220887,2.3543672853,#704B1C,T7,0.255967302
SAARINEN (PARC SILIC NORD),48.750220887,2.3543672853,PORTE DE RUNGIS,48.752530712,2.355305951,#704B1C,T7,0.165270144
PORTE DE RUNGIS,48.752530712,2.355305951,PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),48.752898017,2.3620209827,#704B1C,T7,0.3078678701
PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),48.752898017,2.3620209827,LA BELLE EPINE,48.756096182,2.3688601684,#704B1C,T7,0.3827298423
LA BELLE EPINE,48.756096182,2.3688601684,PORTE DE THIAIS (MARCHE INTERNATIONAL),48.759862907,2.3661299157,#704B1C,T7,0.2886250657
PORTE DE THIAIS (MARCHE INTERNATIONAL),48.759862907,2.3661299157,AUGUSTE PERRET (CIMETIERE PARISIEN),48.762837717,2.3671648287,#704B1C,T7,0.2109253656
AUGUSTE PERRET (CIMETIERE PARISIEN),48.762837717,2.3671648287,BRETAGNE,48.76827524,2.3682149242,#704B1C,T7,0.3787808298
BRETAGNE,48.76827524,2.3682149242,MOULIN VERT,48.77177165,2.3679994422,#704B1C,T7,0.2418014195
MOULIN VERT,48.77177165,2.3679994422,DOMAINE CHERIOUX,48.779061042,2.3675685643,#704B1C,T7,0.5040799547
DOMAINE CHERIOUX,48.779061042,2.3675685643,LAMARTINE,48.783276484,2.3672446037,#704B1C,T7,0.291662076
LAMARTINE,48.783276484,2.3672446037,VILLEJUIF - LOUIS ARAGON,48.787554818,2.3669614325,#704B1C,T7,0.2959152103
SAINT-DENIS - PORTE DE PARIS,48.929746768,2.3571681157,PIERRE DE GEYTER,48.932083992,2.3529133491,#837902,T8,0.2522121826
PIERRE DE GEYTER,48.932083992,2.3529133491,SAINT-DENIS - GARE,48.935886041,2.3472671437,#837902,T8,0.3675635877
SAINT-DENIS - GARE,48.935886041,2.3472671437,PAUL ELUARD,48.939678643,2.3451533743,#837902,T8,0.2791827928
PAUL ELUARD,48.939678643,2.3451533743,DELAUNAY-BELLEVILLE,48.945879365,2.347350938,#837902,T8,0.4400026801
DELAUNAY-BELLEVILLE,48.945879365,2.347350938,CESAR,48.949528301,2.342466901,#837902,T8,0.3361450884
CESAR,48.949528301,2.342466901,JEAN VILAR,48.952790437,2.343449699,#837902,T8,0.2298146609
JEAN VILAR,48.952790437,2.343449699,PABLO NERUDA,48.956142471,2.3436002094,#837902,T8,0.2317333811
PABLO NERUDA,48.956142471,2.3436002094,VILLETANEUSE-UNIVERSITE,48.959404721,2.3417036552,#837902,T8,0.2413836762
VILLETANEUSE-UNIVERSITE,48.959404721,2.3417036552,LACEPEDE,48.956067977,2.3115451044,#837902,T8,1.3916089353
LACEPEDE,48.956067977,2.3115451044,GILBERT BONNEMAISON,48.955366134,2.3077381942,#837902,T8,0.1799021338
GILBERT BONNEMAISON,48.955366134,2.3077381942,EPINAY-SUR-SEINE - GARE,48.955939667,2.3018017525,#837902,T8,0.2730424517
EPINAY-SUR-SEINE - GARE,48.955939667,2.3018017525,EPINAY - ORGEMONT,48.955443335,2.2954293591,#837902,T8,0.2920107015
Bérault,48.84536875,2.4282445096,Château de Vincennes,48.844325144,2.4405523462,#FFCD00,1,0.5659478186
Saint-Mandé,48.846238257,2.4189998281,Bérault,48.84536875,2.4282445096,#FFCD00,1,0.4258820831
Porte de Vincennes,48.847016518,2.4108168823,Saint-Mandé,48.846238257,2.4189998281,#FFCD00,1,0.3770486638
Nation,48.848111232,2.3980040128,Porte de Vincennes,48.847016518,2.4108168823,#FFCD00,1,0.589212481
Reuilly-Diderot,48.847352877,2.38584254,Nation,48.848111232,2.3980040128,#FFCD00,1,0.5570974713
Gare de Lyon,48.845559787,2.373449205,Reuilly-Diderot,48.847352877,2.38584254,#FFCD00,1,0.5786373077
Bastille,48.852975675,2.3692188244,Gare de Lyon,48.845559787,2.373449205,#FFCD00,1,0.5475552595
Saint-Paul (Le Marais),48.855134518,2.3613343391,Bastille,48.852975675,2.3692188244,#FFCD00,1,0.3892493169
Hôtel de Ville,48.857355927,2.3520735669,Saint-Paul (Le Marais),48.855134518,2.3613343391,#FFCD00,1,0.4493031282
Châtelet,48.858569672,2.3479332458,Hôtel de Ville,48.857355927,2.3520735669,#FFCD00,1,0.2065743616
Louvre-Rivoli,48.860879858,2.3409732758,Châtelet,48.858569672,2.3479332458,#FFCD00,1,0.3552258984
Palais-Royal (Musée du Louvre),48.862371822,2.3365736007,Louvre-Rivoli,48.860879858,2.3409732758,#FFCD00,1,0.2255355767
Tuileries,48.864780163,2.3290949544,Palais-Royal (Musée du Louvre),48.862371822,2.3365736007,#FFCD00,1,0.3794042388
Concorde,48.865678096,2.3211937718,Tuileries,48.864780163,2.3290949544,#FFCD00,1,0.3655150795
Champs-Elysées-Clémenceau,48.867744026,2.3141227804,Concorde,48.865678096,2.3211937718,#FFCD00,1,0.3525492691
Franklin-Roosevelt,48.869010428,2.3102531809,Champs-Elysées-Clémenceau,48.867744026,2.3141227804,#FFCD00,1,0.1969148369
George V,48.872045619,2.3007691856,Franklin-Roosevelt,48.869010428,2.3102531809,#FFCD00,1,0.4805128437
Charles de Gaulle-Etoile,48.873931094,2.2951272517,George V,48.872045619,2.3007691856,#FFCD00,1,0.2882928025
Argentine,48.875672486,2.2894441645,Charles de Gaulle-Etoile,48.873931094,2.2951272517,#FFCD00,1,0.2856238961
Porte Maillot,48.878006176,2.28246564,Argentine,48.875672486,2.2894441645,#FFCD00,1,0.3566166107
Les Sablons (Jardin d'acclimatation),48.881299185,2.271915176,Porte Maillot,48.878006176,2.28246564,#FFCD00,1,0.5319745135
Pont de Neuilly,48.885506109,2.2585274702,Les Sablons (Jardin d'acclimatation),48.881299185,2.271915176,#FFCD00,1,0.6758329982
Esplanade de la Défense,48.88835806,2.2499372129,Pont de Neuilly,48.885506109,2.2585274702,#FFCD00,1,0.4382636216
La Défense (Grande Arche),48.891826755,2.2379920432,Esplanade de la Défense,48.88835806,2.2499372129,#FFCD00,1,0.5947417136
Avron,48.851193819,2.3982391408,Nation,48.849423901,2.3970250383,#003CA6,2,0.1342512617
Alexandre-Dumas,48.8564084,2.3944997576,Avron,48.851193819,2.3982391408,#003CA6,2,0.3986403955
Philippe Auguste,48.858378841,2.3897347327,Alexandre-Dumas,48.8564084,2.3944997576,#003CA6,2,0.2564076908
Père-Lachaise,48.863161205,2.3872604002,Philippe Auguste,48.858378841,2.3897347327,#003CA6,2,0.3491908135
Ménilmontant,48.865705788,2.3844293752,Père-Lachaise,48.863161205,2.3872604002,#003CA6,2,0.2181179632
Couronnes,48.869329169,2.3805363662,Ménilmontant,48.865705788,2.3844293752,#003CA6,2,0.3068972476
Belleville,48.872287321,2.3767376773,Couronnes,48.869329169,2.3805363662,#003CA6,2,0.2678964658
Colonel Fabien,48.878184982,2.3701745466,Belleville,48.872287321,2.3767376773,#003CA6,2,0.50554398
Jaurès,48.882768547,2.369945799,Colonel Fabien,48.878184982,2.3701745466,#003CA6,2,0.3169008566
Stalingrad,48.884189294,2.367030442,Jaurès,48.882768547,2.369945799,#003CA6,2,0.1651981473
La Chapelle,48.884388698,2.3592765643,Stalingrad,48.884189294,2.367030442,#003CA6,2,0.3536288426
Barbès-Rochechouart,48.883680109,2.3495328037,La Chapelle,48.884388698,2.3592765643,#003CA6,2,0.4467370959
Anvers,48.88287169,2.3441635728,Barbès-Rochechouart,48.883680109,2.3495328037,#003CA6,2,0.2509876063
Pigalle,48.882422528,2.3372546821,Anvers,48.88287169,2.3441635728,#003CA6,2,0.3163888539
Blanche,48.883770519,2.3324851483,Pigalle,48.882422528,2.3372546821,#003CA6,2,0.2364805185
Place de Clichy,48.883455652,2.3273749934,Blanche,48.883770519,2.3324851483,#003CA6,2,0.2338976691
Rome,48.882070834,2.3203983393,Place de Clichy,48.883455652,2.3273749934,#003CA6,2,0.3320382804
Villiers,48.881324294,2.3165967615,Rome,48.882070834,2.3203983393,#003CA6,2,0.1807716671
Monceau,48.880576891,2.3094159462,Villiers,48.881324294,2.3165967615,#003CA6,2,0.3313165655
Courcelles,48.879272152,2.3032985467,Monceau,48.880576891,2.3094159462,#003CA6,2,0.2930219792
Ternes,48.878228041,2.2981214326,Courcelles,48.879272152,2.3032985467,#003CA6,2,0.2467420288
Charles de Gaulle-Etoile,48.873993841,2.2946639618,Ternes,48.878228041,2.2981214326,#003CA6,2,0.3323282176
Victor Hugo,48.869864912,2.2852262073,Charles de Gaulle-Etoile,48.873993841,2.2946639618,#003CA6,2,0.5162160609
Porte Dauphine (Maréchal de Lattre de Tassigny),48.871792216,2.2748699612,Victor Hugo,48.869864912,2.2852262073,#003CA6,2,0.4905081002
Porte de Bagnolet,48.864336535,2.408825376,Gallieni (Parc de Bagnolet),48.863262527,2.4159753685,#837902,3,0.3343146883
Gambetta,48.864782701,2.3984458338,Porte de Bagnolet,48.864336535,2.408825376,#837902,3,0.4742065892
Père-Lachaise,48.862945662,2.3868924045,Gambetta,48.864782701,2.3984458338,#837902,3,0.5418085744
Rue Saint-Maur,48.864089406,2.3808997886,Père-Lachaise,48.862945662,2.3868924045,#837902,3,0.2844107959
Parmentier,48.865259857,2.3747570817,Rue Saint-Maur,48.864089406,2.3808997886,#837902,3,0.2914907296
République,48.867257944,2.3640373036,Parmentier,48.865259857,2.3747570817,#837902,3,0.507827799
Temple,48.866764168,2.361571327,République,48.867257944,2.3640373036,#837902,3,0.1174823003
Arts-et-Métiers,48.865551864,2.3561081551,Temple,48.866764168,2.361571327,#837902,3,0.2627690154
Réaumur-Sébastopol,48.866280359,2.3524847968,Arts-et-Métiers,48.865551864,2.3561081551,#837902,3,0.1726846219
Sentier,48.867350381,2.3475672354,Réaumur-Sébastopol,48.866280359,2.3524847968,#837902,3,0.2360602098
Bourse,48.868761793,2.3406741288,Sentier,48.867350381,2.3475672354,#837902,3,0.3290221781
Quatre Septembre,48.869660572,2.3363282816,Bourse,48.868761793,2.3406741288,#837902,3,0.207615794
Opéra,48.870720976,2.3322547436,Quatre Septembre,48.869660572,2.3363282816,#837902,3,0.1996262656
Havre-Caumartin,48.873461891,2.3284804845,Opéra,48.870720976,2.3322547436,#837902,3,0.2558729937
Saint-Lazare,48.875681506,2.3255915848,Havre-Caumartin,48.873461891,2.3284804845,#837902,3,0.2021484327
Europe,48.879060439,2.3229746324,Saint-Lazare,48.875681506,2.3255915848,#837902,3,0.2621896549
Villiers,48.8814051,2.3161470509,Europe,48.879060439,2.3229746324,#837902,3,0.3508250063
Malesherbes,48.882536473,2.311009243,Villiers,48.8814051,2.3161470509,#837902,3,0.2468579386
Wagram,48.883712476,2.3055577575,Malesherbes,48.882536473,2.311009243,#837902,3,0.2613938833
Pereire,48.885031061,2.2971351115,Wagram,48.883712476,2.3055577575,#837902,3,0.3945032065
Porte de Champerret,48.88573916,2.2918606207,Pereire,48.885031061,2.2971351115,#837902,3,0.2452940101
Louise Michel,48.889269622,2.2880551248,Porte de Champerret,48.88573916,2.2918606207,#837902,3,0.2993128629
Anatole-France,48.892018626,2.2855174448,Louise Michel,48.889269622,2.2880551248,#837902,3,0.2223860025
Pont de Levallois-Bécon,48.897309905,2.2807686428,Anatole-France,48.892018626,2.2855174448,#837902,3,0.4248568583
Saint-Fargeau,48.871699811,2.4042987242,Porte des Lilas,48.876938224,2.4063765669,#6EC4E8,3b,0.3741648146
Pelleport,48.868223348,2.4013243805,Saint-Fargeau,48.871699811,2.4042987242,#6EC4E8,3b,0.275848658
Gambetta,48.865034298,2.3985414869,Pelleport,48.868223348,2.4013243805,#6EC4E8,3b,0.2542764188
Simplon,48.894042555,2.3473135786,Porte de Clignancourt,48.89797017,2.3439883834,#CF009E,4,0.3108249916
