org,org_lat,org_lon,dst,dst_lat,dst_lon,color,line,dist
PORTE DE LA CHAPELLE,48.898579452,2.359268964,COLETTE BESSON,48.898668492,2.3633856115,#00AE41,T3b,0.18765144
DIANE ARBUS - PORTE DES POISSONNIERS,48.898436827,2.351608227,PORTE DE LA CHAPELLE,48.898579452,2.359268964,#00AE41,T3b,0.3491558152
PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN,48.898086935,2.345106141,DIANE ARBUS - PORTE DES POISSONNIERS,48.898436827,2.351608227,#00AE41,T3b,0.2972160438
ANGELIQUE COMPOINT - PORTE DE MONTMARTRE,48.897916436,2.3379089685,PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN,48.898086935,2.345106141,#00AE41,T3b,0.32811199
PORTE DE SAINT-OUEN,48.897745435,2.3295804776,ANGELIQUE COMPOINT - PORTE DE MONTMARTRE,48.897916436,2.3379089685,#00AE41,T3b,0.3796280651
EPINETTES - POUCHET,48.897637194,2.3248778379,PORTE DE SAINT-OUEN,48.897745435,2.3295804776,#00AE41,T3b,0.2143822915
HONORE DE BALZAC,48.896387184,2.3187171244,EPINETTES - POUCHET,48.897637194,2.3248778379,#00AE41,T3b,0.2936754405
PORTE DE CLICHY - TRIBUNAL DE PARIS,48.894714788,2.3142061536,HONORE DE BALZAC,48.896387184,2.3187171244,#00AE41,T3b,0.2357901892
PORTE D'ASNIERES - MARGUERITE LONG,48.889805127,2.3031008427,PORTE DE CLICHY - TRIBUNAL DE PARIS,48.894714788,2.3142061536,#00AE41,T3b,0.6092187823
LOCHERES,48.978653755,2.3844367944,GARGES-SARCELLES RER,48.976952372,2.3913430457,#62259D,T5,0.3354245431
PAUL VALERY,48.979311349,2.3802597578,LOCHERES,48.978653755,2.3844367944,#62259D,T5,0.1953550593
LES FLANADES,48.976778179,2.3772952252,PAUL VALERY,48.979311349,2.3802597578,#62259D,T5,0.2209648881
LES CHOLETTES,48.977696637,2.371398281,LES FLANADES,48.976778179,2.3772952252,#62259D,T5,0.2756438676
BUTTE PINSON (PARC REGIONAL),48.973609216,2.3658533181,LES CHOLETTES,48.977696637,2.371398281,#62259D,T5,0.3786824141
JACQUES PREVERT,48.970859339,2.3657971976,BUTTE PINSON (PARC REGIONAL),48.973609216,2.3658533181,#62259D,T5,0.1900397045
ALCIDE D'ORBIGNY,48.965405152,2.3627914675,JACQUES PREVERT,48.970859339,2.3657971976,#62259D,T5,0.4009372439
MAIRIE DE PIERREFITTE,48.963527533,2.3598834657,ALCIDE D'ORBIGNY,48.965405152,2.3627914675,#62259D,T5,0.1853126446
SUZANNE VALADON,48.958926614,2.3585303984,MAIRIE DE PIERREFITTE,48.963527533,2.3598834657,#62259D,T5,0.323839314
JONCHEROLLES,48.954828772,2.3580374599,SUZANNE VALADON,48.958926614,2.3585303984,#62259D,T5,0.2840562503
PETIT PIERREFITTE,48.952321536,2.3577089664,JONCHEROLLES,48.954828772,2.3580374599,#62259D,T5,0.1738987128
GUYNEMER (STADE AUGUSTE DELAUNE),48.948214678,2.3572297966,PETIT PIERREFITTE,48.952321536,2.3577089664,#62259D,T5,0.2846284886
ROGER SEMAT,48.944700909,2.3568873589,GUYNEMER (STADE AUGUSTE DELAUNE),48.948214678,2.3572297966,#62259D,T5,0.2433077791
BAUDELAIRE,48.942139723,2.3565862505,ROGER SEMAT,48.944700909,2.3568873589,#62259D,T5,0.1775125825
MARCHE DE SAINT-DENIS,48.939183116,2.3562577428,BAUDELAIRE,48.942139723,2.3565862505,#62259D,T5,0.2048534889
VAUBAN,48.807386926,2.2941471022,CHATILLON - MONTROUGE,48.81036405,2.3006220245,#E2231A,T6,0.3600725046
CENTRE DE CHATILLON,48.804293077,2.2888295761,VAUBAN,48.807386926,2.2941471022,#E2231A,T6,0.3234380218
PARC ANDRE MALRAUX,48.800344655,2.2824523509,CENTRE DE CHATILLON,48.804293077,2.2888295761,#E2231A,T6,0.3989710008
DIVISION LECLERC,48.794722404,2.2727995332,PARC ANDRE MALRAUX,48.800344655,2.2824523509,#E2231A,T6,0.5874618114
SOLEIL LEVANT,48.790348706,2.2632150365,DIVISION LECLERC,48.794722404,2.2727995332,#E2231A,T6,0.5318065024
HOPITAL BECLERE,48.786999804,2.2550042904,SOLEIL LEVANT,48.790348706,2.2632150365,#E2231A,T6,0.440562518
MAIL DE LA PLAINE,48.783767334,2.2470120155,HOPITAL BECLERE,48.786999804,2.2550042904,#E2231A,T6,0.4278715532
PAVE BLANC (PARC NOVEOS),48.780930729,2.2401624084,MAIL DE LA PLAINE,48.783767334,2.2470120155,#E2231A,T6,0.3691258589
GEORGES POMPIDOU,48.785044583,2.2369856047,PAVE BLANC (PARC NOVEOS),48.780930729,2.2401624084,#E2231A,T6,0.3191422451
GEORGES MILLANDY,48.783403021,2.2303787276,GEORGES POMPIDOU,48.785044583,2.2369856047,#E2231A,T6,0.3223092143
MEUDON-LA-FORET,48.783515172,2.2252781413,GEORGES MILLANDY,48.783403021,2.2303787276,#E2231A,T6,0.2330401211
VELIZY 2,48.785019604,2.2195351309,MEUDON-LA-FORET,48.783515172,2.2252781413,#E2231A,T6,0.2820956835
DEWOITINE,48.78344057,2.213486295,VELIZY 2,48.785019604,2.2195351309,#E2231A,T6,0.2969778228
INOVEL PARC NORD,48.781548286,2.2089482577,DEWOITINE,48.78344057,2.213486295,#E2231A,T6,0.245031439
LOUVOIS,48.780231052,2.1965890249,INOVEL PARC NORD,48.781548286,2.2089482577,#E2231A,T6,0.5716884892
MAIRIE DE VELIZY,48.780602705,2.1917327489,LOUVOIS,48.780231052,2.1965890249,#E2231A,T6,0.2232505501
L'ONDE (MAISON DES ARTS),48.782098728,2.1807392815,MAIRIE DE VELIZY,48.780602705,2.1917327489,#E2231A,T6,0.5125553815
ROBERT WAGNER,48.78515236,2.1790163044,L'ONDE (MAISON DES ARTS),48.782098728,2.1807392815,#E2231A,T6,0.2251965904
VIROFLAY - RIVE GAUCHE,48.801032576,2.1713760103,ROBERT WAGNER,48.78515236,2.1790163044,#E2231A,T6,1.1514303682
VIROFLAY - RIVE DROITE,48.805639799,2.1688576461,VIROFLAY - RIVE GAUCHE,48.801032576,2.1713760103,#E2231A,T6,0.3384774859
AEROPORT D'ORLY,48.729913645,2.368029037,PORTE DE L'ESSONNE,48.714533524,2.3716329867,#704B1C,T7,1.0754508653
COEUR D'ORLY,48.73350799,2.3716183583,AEROPORT D'ORLY,48.729913645,2.368029037,#704B1C,T7,0.2976658135
CAROLINE AIGLE (ORLYFRET),48.738856524,2.3698417019,COEUR D'ORLY,48.73350799,2.3716183583,#704B1C,T7,0.3783962924
HELENE BOUCHER (ORLYTECH),48.739838573,2.35981326,CAROLINE AIGLE (ORLYFRET),48.738856524,2.3698417019,#704B1C,T7,0.4633323258
LA FRATERNELLE,48.741268789,2.3531140687,HELENE BOUCHER (ORLYTECH),48.739838573,2.35981326,#704B1C,T7,0.3217248165
ROBERT SCHUMAN (PARC SILIC CENTRE),48.746643782,2.3529118397,LA FRATERNELLE,48.741268789,2.3531140687,#704B1C,T7,0.3715239518
SAARINEN (PARC SILIC NORD),48.750220887,2.3543672853,ROBERT SCHUMAN (PARC SILIC CENTRE),48.746643782,2.3529118397,#704B1C,T7,0.255967302
PORTE DE RUNGIS,48.752530712,2.355305951,SAARINEN (PARC SILIC NORD),48.750220887,2.3543672853,#704B1C,T7,0.165270144
PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),48.752898017,2.3620209827,PORTE DE RUNGIS,48.752530712,2.355305951,#704B1C,T7,0.3078678701
LA BELLE EPINE,48.756096182,2.3688601684,PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),48.752898017,2.3620209827,#704B1C,T7,0.3827298423
PORTE DE THIAIS (MARCHE INTERNATIONAL),48.759862907,2.3661299157,LA BELLE EPINE,48.756096182,2.3688601684,#704B1C,T7,0.2886250657
AUGUSTE PERRET (CIMETIERE PARISIEN),48.762837717,2.3671648287,PORTE DE THIAIS (MARCHE INTERNATIONAL),48.759862907,2.3661299157,#704B1C,T7,0.2109253656
BRETAGNE,48.76827524,2.3682149242,AUGUSTE PERRET (CIMETIERE PARISIEN),48.762837717,2.3671648287,#704B1C,T7,0.3787808298
MOULIN VERT,48.77177165,2.3679994422,BRETAGNE,48.76827524,2.3682149242,#704B1C,T7,0.2418014195
DOMAINE CHERIOUX,48.779061042,2.3675685643,MOULIN VERT,48.77177165,2.3679994422,#704B1C,T7,0.5040799547
LAMARTINE,48.783276484,2.3672446037,DOMAINE CHERIOUX,48.779061042,2.3675685643,#704B1C,T7,0.291662076
VILLEJUIF - LOUIS ARAGON,48.787554818,2.3669614325,LAMARTINE,48.783276484,2.3672446037,#704B1C,T7,0.2959152103
PIERRE DE GEYTER,48.932083992,2.3529133491,SAINT-DENIS - PORTE DE PARIS,48.929746768,2.3571681157,#837902,T8,0.2522121826
SAINT-DENIS - GARE,48.935886041,2.3472671437,PIERRE DE GEYTER,48.932083992,2.3529133491,#837902,T8,0.3675635877
PAUL ELUARD,48.939678643,2.3451533743,SAINT-DENIS - GARE,48.935886041,2.3472671437,#837902,T8,0.2791827928
DELAUNAY-BELLEVILLE,48.945879365,2.347350938,PAUL ELUARD,48.939678643,2.3451533743,#837902,T8,0.4400026801
CESAR,48.949528301,2.342466901,DELAUNAY-BELLEVILLE,48.945879365,2.347350938,#837902,T8,0.3361450884
JEAN VILAR,48.952790437,2.343449699,CESAR,48.949528301,2.342466901,#837902,T8,0.2298146609
PABLO NERUDA,48.956142471,2.3436002094,JEAN VILAR,48.952790437,2.343449699,#837902,T8,0.2317333811
VILLETANEUSE-UNIVERSITE,48.959404721,2.3417036552,PABLO NERUDA,48.956142471,2.3436002094,#837902,T8,0.2413836762
LACEPEDE,48.956067977,2.3115451044,VILLETANEUSE-UNIVERSITE,48.959404721,2.3417036552,#837902,T8,1.3916089353
GILBERT BONNEMAISON,48.955366134,2.3077381942,LACEPEDE,48.956067977,2.3115451044,#837902,T8,0.1799021338
EPINAY-SUR-SEINE - GARE,48.955939667,2.3018017525,GILBERT BONNEMAISON,48.955366134,2.3077381942,#837902,T8,0.2730424517
EPINAY - ORGEMONT,48.955443335,2.2954293591,EPINAY-SUR-SEINE - GARE,48.955939667,2.3018017525,#837902,T8,0.2920107015
